Text,Income,Credit_Score,Rating,Loan_Amount,DTI_Ratio,Employment_Status,Approval
I need financial help to pay off my high-interest payday loans.,165617,663,Fair,26879,13.28,0,0
I want to invest in livestock to start a small dairy farm.,63063,719,Good,42150,31.9,1,0
I need money to invest in a franchise business opportunity.,53453,416,Poor,18306,45.52,0,0
I need funds to buy new furniture and appliances for my house.,144467,408,Poor,85672,18.71,1,0
I need money to start a home-based catering business.,104370,427,Poor,52480,43.59,0,0
I need money to launch my own tech startup focused on AI solutions.,135498,805,Excellent,66541,30.31,1,1
I need a loan to cover emergency expenses after a natural disaster.,197994,427,Poor,93524,23.67,1,0
I need money to cover funeral expenses for a loved one.,66821,732,Good,20563,60.12,1,0
I need funds to buy new furniture and appliances for my house.,65847,702,Good,23131,26.52,0,0
I need money to start a home-based catering business.,128664,341,Poor,26199,14.46,0,0
I need financial help to cover unexpected veterinary bills for my pet.,84839,480,Poor,14132,21.36,0,0
I need financial support to renovate my rental apartment.,109321,646,Fair,60515,12.82,0,0
I need financial assistance to launch my own YouTube content creation business.,187468,465,Poor,100864,24.69,1,0
I need financial support for medical treatment abroad.,76431,637,Fair,19624,43.37,1,1
I need financial support to open a daycare center in my neighborhood.,169291,522,Poor,29373,28.81,1,0
I need financial support to renovate my rental apartment.,167314,771,Very Good,102915,13.68,1,0
I need money to cover adoption fees and related expenses.,81468,385,Poor,46608,54.29,1,0
I need funds to pay for my daughter's college tuition.,57229,596,Fair,24742,19.16,0,0
I need a loan to pay for an international vacation with my family.,149614,634,Fair,100683,26.11,0,0
I need a loan to repair my car after an accident.,138772,515,Poor,27786,19.34,1,0
I need funds to stock inventory for my new retail store.,144128,335,Poor,67151,9.41,0,0
I need money to invest in a franchise business opportunity.,133897,813,Excellent,107074,24.92,0,0
I need money to launch my own tech startup focused on AI solutions.,90407,517,Poor,12651,10.58,0,0
I need money to cover funeral expenses for a loved one.,180861,712,Good,77068,15.94,1,1
I want to expand my small online clothing store.,193805,346,Poor,15426,9.51,1,0
I want to start a small roadside food stall and need funds for equipment.,106648,724,Good,74036,7.24,0,0
I need funds to pay for my pilot training program.,179861,762,Very Good,50558,24.93,0,0
I need a loan to upgrade my small music studio with better equipment.,98484,508,Poor,22116,22.1,1,0
I need money to refinance my home loan at a lower interest rate.,88614,583,Fair,22897,30.3,1,1
I need funds to stock inventory for my new retail store.,110601,743,Very Good,56608,7.21,1,1
I want to make home improvements like installing solar panels.,96496,302,Poor,8809,29.51,0,0
I want to consolidate my credit card debts into one manageable payment.,194386,381,Poor,70793,10.74,0,0
I need money to start a home-based catering business.,62348,711,Good,28173,31.06,0,0
I need money to purchase updated equipment for my photography business.,67874,475,Poor,20871,47.14,0,0
I need money to cover unexpected legal expenses related to a dispute.,103956,573,Poor,76352,18.63,1,0
I need a loan to pay for a digital marketing course to grow my business.,109278,516,Poor,53145,40.54,1,0
I need financial support to renovate my rental apartment.,53159,559,Poor,36184,12.63,1,0
I need financial help to cover unexpected veterinary bills for my pet.,94232,583,Fair,49157,14.92,1,1
I need a loan to pay for legal fees related to my business license.,158391,645,Fair,25345,29.05,0,0
I need financial assistance to launch my own YouTube content creation business.,151888,481,Poor,75500,4.12,1,0
I want to make home improvements like installing solar panels.,63375,456,Poor,26177,39.6,0,0
I need financial assistance to buy farm equipment for my agricultural business.,88068,463,Poor,6128,45.63,0,0
I need financial assistance to launch my own YouTube content creation business.,196705,552,Poor,27611,14.47,0,0
I need a loan to finance my MBA and career advancement.,50749,750,Very Good,9865,16.94,0,0
I need money to cover funeral expenses for a loved one.,82716,810,Excellent,32061,53.47,1,0
I need financial help to install a swimming pool in my backyard.,122046,352,Poor,85825,20.66,1,0
I want to start a small roadside food stall and need funds for equipment.,145461,653,Fair,61392,28.23,1,1
I need a loan to pay for my son's medical treatment and therapy.,71986,778,Very Good,33266,14.81,1,1
I need funds to pay for my daughter's college tuition.,199477,417,Poor,61402,13.13,1,0
I need money to open a small bookstore and café.,170833,725,Good,117664,13.35,0,0
I want to expand my small online clothing store.,70028,541,Poor,7579,13.69,0,0
I need funds to enroll in a professional certification program.,175935,724,Good,60454,21.58,0,0
I need money to launch my own tech startup focused on AI solutions.,98940,461,Poor,55034,14.39,0,0
I need funds to buy new furniture and appliances for my house.,42783,676,Good,14911,58.04,1,0
"I need a loan for home renovation, including a kitchen remodel.",74092,618,Fair,8700,57.02,1,0
I need money to purchase updated equipment for my photography business.,113266,690,Good,45907,41.48,1,1
I need money to open a small bookstore and café.,133273,808,Excellent,28152,8.08,0,0
I need a loan to cover hospital bills after an unexpected surgery.,129763,500,Poor,11940,20.45,0,0
I want to pay off my payday loans and switch to a lower-interest option.,64240,488,Poor,50470,60.33,1,0
I need a loan to repair my car after an accident.,56491,632,Fair,21237,33.95,0,0
I need financial support for medical treatment abroad.,176129,757,Very Good,56502,25.62,0,0
I need money to invest in a franchise business opportunity.,113136,748,Very Good,42324,30.84,1,1
I need a loan to pay off overdue electricity and water bills.,110839,480,Poor,80616,11.56,0,0
I need a loan to start a small business.,199140,696,Good,2708,12.19,0,0
I need a loan to pay for a digital marketing course to grow my business.,43156,447,Poor,6000,41.39,0,0
I want to start a local transportation service and need funds for a van.,73574,308,Poor,22890,47.11,1,0
I want to make home improvements like installing solar panels.,124826,501,Poor,66201,11.45,1,0
I need a loan to install a security system at home.,190587,575,Poor,31153,22.26,0,0
I want to make home improvements like installing solar panels.,24329,654,Fair,13465,54.32,0,0
I need funds to buy new furniture and appliances for my house.,128373,604,Fair,61877,12.43,1,1
I need money to purchase updated equipment for my photography business.,69151,715,Good,45840,32.01,0,0
I need a loan to pay for a digital marketing course to grow my business.,73136,696,Good,28405,50.43,0,0
I need financial assistance to launch my own YouTube content creation business.,145505,613,Fair,63828,21.0,1,1
I need funds to pay for my pilot training program.,176200,826,Excellent,51982,18.02,1,1
I need funds to enroll in a professional certification program.,80939,511,Poor,9689,24.04,0,0
I need money to cover unexpected legal expenses related to a dispute.,44807,763,Very Good,12207,11.33,0,0
I need a loan to build a website and market my freelance services.,51621,694,Good,20438,18.64,0,0
I need money to refinance my home loan at a lower interest rate.,161575,660,Fair,41395,7.95,0,0
I need financial help to cover maternity and delivery expenses.,130747,426,Poor,97864,24.67,1,0
I need money to cover funeral expenses for a loved one.,162795,589,Fair,125328,26.55,0,0
I need financial help to pay off my high-interest payday loans.,124419,329,Poor,68559,26.07,1,0
I need a loan to buy a motorcycle for daily transportation.,151525,769,Very Good,42076,27.79,0,0
I need money to purchase updated equipment for my photography business.,100438,386,Poor,75135,5.68,0,0
I need a loan to buy a motorcycle for daily transportation.,108433,762,Very Good,79524,36.51,1,0
I want to start a local transportation service and need funds for a van.,107815,344,Poor,75508,30.38,1,0
I need money to purchase updated equipment for my photography business.,40539,488,Poor,5499,20.3,0,0
I want to start a small roadside food stall and need funds for equipment.,59963,450,Poor,3995,29.87,1,0
I need money to pay for a vocational training course in plumbing.,117437,453,Poor,30400,16.68,0,0
I want to expand my small online clothing store.,47672,422,Poor,33579,43.63,0,0
I need money to pay for a vocational training course in plumbing.,161839,768,Very Good,21622,27.45,0,0
I want to start a small roadside food stall and need funds for equipment.,122241,748,Very Good,21496,32.69,1,1
I need money to invest in a franchise business opportunity.,106254,406,Poor,34519,23.49,0,0
I need money to publish and market my self-written book.,118776,646,Fair,36488,29.56,1,1
"I need a loan for home renovation, including a kitchen remodel.",125626,458,Poor,51085,5.19,1,0
I need a loan to cover hospital bills after an unexpected surgery.,197193,605,Fair,33338,21.35,0,0
I want to expand my small online clothing store.,74653,310,Poor,34929,7.11,0,0
I need a loan to finance my MBA and career advancement.,189575,523,Poor,32362,22.86,0,0
I need a loan to cover emergency expenses after a natural disaster.,171834,418,Poor,115822,5.79,0,0
I need financial help to cover unexpected veterinary bills for my pet.,93286,647,Fair,37999,9.07,0,0
I need a loan to finance my MBA and career advancement.,64776,751,Very Good,39705,17.51,1,0
I need a loan to start a small business.,57246,832,Excellent,43589,40.9,0,0
I need a loan to pay for an international vacation with my family.,127310,388,Poor,50514,38.63,1,0
I need money to invest in a franchise business opportunity.,66890,579,Poor,35054,13.18,0,0
I need a loan to pay for an international vacation with my family.,191647,738,Good,35790,10.56,1,1
I need a loan to build a website and market my freelance services.,194255,601,Fair,10872,5.15,1,1
I need money to purchase specialized tools for my auto repair shop.,127721,462,Poor,55315,12.9,0,0
I need money to start a home-based catering business.,52027,634,Fair,24601,25.81,1,1
I want to start a mobile pet grooming service and need funds for supplies.,111730,385,Poor,31706,29.79,0,0
I need financial support to pay for my son's football training program.,155534,375,Poor,54918,8.21,0,0
I need funds to upgrade my computer and buy software for freelance work.,133699,720,Good,37005,28.27,0,0
I need a loan to support my side business selling handmade candles.,156685,649,Fair,16830,31.85,1,1
I need a loan to pay for my son's medical treatment and therapy.,157796,383,Poor,109349,8.18,1,0
I need money to refinance my home loan at a lower interest rate.,94773,693,Good,18254,8.43,1,1
I need a loan to pay for my son's medical treatment and therapy.,85531,645,Fair,53063,54.41,1,0
I need money to publish and market my self-written book.,175237,315,Poor,71957,6.49,1,0
I need financial help to install a swimming pool in my backyard.,49802,443,Poor,23059,41.93,0,0
I need financial support for medical treatment abroad.,141415,841,Excellent,73712,32.87,0,0
I want to start a small roadside food stall and need funds for equipment.,154370,770,Very Good,72471,7.04,1,1
I need funds to buy new furniture and appliances for my house.,159404,535,Poor,66358,15.76,0,0
